timestamp,U1,V1,W1
0,47.56,47.00,61.47
13,47.56,47.09,61.47
25,47.56,47.09,61.47
37,47.56,47.00,61.47
49,47.56,47.09,61.47
61,47.56,47.09,61.47
73,47.65,47.09,61.47
85,47.65,47.00,61.47
97,47.65,47.09,61.47
109,47.65,47.09,61.58
121,47.56,47.09,61.47
133,47.56,47.09,61.47
145,47.65,47.00,61.47
157,47.65,47.09,61.47
169,47.65,47.00,61.58
181,47.65,47.09,61.58
193,47.65,47.09,61.47
205,47.65,47.09,61.58
217,47.65,47.09,61.58
229,47.65,47.09,61.58
241,47.65,47.09,61.58
253,47.65,47.09,61.58
265,47.65,47.09,61.58
277,47.65,47.09,61.47
289,47.65,47.09,61.58
301,47.65,47.09,61.58
313,47.65,47.09,61.47
325,47.65,47.09,61.47
337,47.65,47.09,61.47
349,47.56,47.09,61.58
361,47.65,47.09,61.47
373,47.65,47.09,61.47
385,47.65,47.09,61.47
397,47.65,47.09,61.47
409,47.65,47.09,61.47
421,47.56,47.09,61.47
433,47.65,47.09,61.58
445,47.65,47.09,61.58
457,47.65,47.09,61.47
469,47.65,47.09,61.47
481,47.56,47.09,61.47
493,47.65,47.09,61.47
505,47.65,47.09,61.58
517,47.65,47.09,61.47
529,47.56,47.09,61.47
541,47.65,47.09,61.58
553,47.65,47.09,61.58
565,47.65,47.09,61.47
577,47.65,47.09,61.58
589,47.65,47.09,61.58
601,47.56,47.09,61.47
613,47.65,47.09,61.47
625,47.65,47.09,61.58
637,47.65,47.09,61.58
649,47.65,47.09,61.58
661,47.65,47.09,61.58
673,47.65,47.09,61.47
685,47.65,47.09,61.47
697,47.65,47.09,61.58
709,47.65,47.09,61.58
721,47.65,47.09,61.58
733,47.65,47.09,61.58
745,47.65,47.09,61.58
757,47.65,47.00,61.58
769,47.65,47.09,61.47
781,47.65,47.00,61.58
793,47.65,47.09,61.47
805,47.65,47.09,61.58
817,47.65,47.09,61.47
829,47.65,47.09,61.47
841,47.65,47.09,61.58
853,47.65,47.09,61.47
865,47.65,47.00,61.47
877,47.56,47.09,61.58
889,47.56,47.09,61.47
901,47.65,47.09,61.58
913,47.65,47.09,61.58
925,47.65,47.09,61.58
937,47.65,47.09,61.58
949,47.56,47.09,61.58
961,47.65,47.09,61.58
973,47.65,47.09,61.58
985,47.65,47.09,61.47
997,47.65,47.09,61.47
1009,47.65,47.09,61.47
1021,47.65,47.09,61.58
1033,47.56,47.09,61.58
1045,47.65,47.09,61.58
1057,47.65,47.09,61.58
1069,47.65,47.09,61.47
1081,47.65,47.09,61.47
1093,47.65,47.09,61.58
1105,47.65,47.09,61.47
1117,47.56,47.09,61.58
1129,47.65,47.09,61.47
1141,47.65,47.00,61.58
1153,47.65,47.09,61.47
1165,47.65,47.09,61.58
1177,47.65,47.09,61.47
1189,47.65,47.09,61.47
1201,47.65,47.09,61.58
1213,47.65,47.09,61.47
1225,47.65,47.09,61.58
1237,47.65,47.09,61.58
1249,47.65,47.09,61.58
1261,47.65,47.09,61.58
1273,47.65,47.09,61.58
1285,47.65,47.09,61.58
1297,47.65,47.09,61.58
1309,47.65,47.09,61.47
1321,47.65,47.09,61.58
1333,47.65,47.09,61.58
1345,47.65,47.09,61.47
1357,47.65,47.09,61.58
1369,47.65,47.09,61.58
1381,47.65,47.09,61.58
1393,47.65,47.00,61.47
1405,47.65,47.09,61.47
1417,47.65,47.09,61.47
1429,47.56,47.09,61.58
1441,47.65,47.09,61.58
1453,47.65,47.00,61.47
1465,47.65,47.00,61.47
1477,47.56,47.09,61.58
1489,47.65,47.09,61.47
1501,47.65,47.09,61.58
1513,47.65,47.09,61.58
1525,47.56,47.09,61.47
1537,47.65,47.09,61.47
1549,47.65,47.09,61.58
1561,47.65,47.09,61.47
1573,47.65,47.09,61.47
1585,47.65,47.09,61.47
1597,47.65,47.09,61.58
1609,47.65,47.09,61.47
1621,47.65,47.09,61.58
1633,47.65,47.09,61.58
1645,47.65,47.09,61.47
1657,47.65,47.09,61.47
1669,47.65,47.09,61.58
1681,47.65,47.09,61.58
1693,47.65,47.09,61.47
1705,47.65,47.09,61.58
1717,47.65,47.09,61.47
1729,47.65,47.09,61.58
1741,47.65,47.09,61.58
1753,47.65,47.09,61.58
1765,47.65,47.09,61.58
1777,47.65,47.09,61.47
1789,47.65,47.09,61.58
1801,47.65,47.09,61.58
1813,47.65,47.09,61.58
1825,47.56,47.09,61.47
1837,47.65,47.09,61.58
1849,47.65,47.09,61.47
1861,47.65,47.09,61.58
1873,47.65,47.09,61.58
1885,47.65,47.09,61.47
1897,47.65,47.09,61.58
1909,47.56,47.00,61.47
1921,47.65,47.09,61.58
1933,47.65,47.09,61.47
1945,47.65,47.09,61.58
1957,47.65,47.09,61.58
1969,47.65,47.09,61.58
1981,47.65,47.09,61.47
1993,47.65,47.09,61.58
2005,47.65,47.09,61.58
2017,47.65,47.09,61.58
2029,47.65,47.00,61.47
2041,47.65,47.09,61.58
2053,47.65,47.09,61.58
2065,47.65,47.09,61.58
2077,47.65,47.09,61.58
2089,47.65,47.09,61.58
2101,47.65,47.09,61.58
2113,47.65,47.09,61.47
2125,47.65,47.09,61.58
2137,47.65,47.09,61.58
