timestamp,U1,V1,W1
0,47.28,1.43,46.90
12,47.28,1.43,46.90
24,47.37,1.43,47.00
36,47.28,1.43,47.00
48,47.28,1.43,46.90
60,47.28,1.43,46.90
72,47.28,1.43,46.90
84,47.28,1.43,46.90
96,47.28,1.43,46.81
108,47.28,1.43,46.81
120,47.28,1.43,46.90
132,47.28,1.43,46.90
144,47.28,1.43,46.81
156,47.28,1.43,46.90
168,47.28,1.43,46.90
180,47.28,1.43,46.81
192,47.28,1.43,46.81
204,47.28,1.43,46.90
216,47.18,1.43,46.81
228,47.28,1.43,46.90
240,47.28,1.43,46.81
252,47.28,1.43,46.90
264,47.28,1.43,46.81
276,47.28,1.43,46.90
288,47.28,1.43,46.90
300,47.28,1.43,46.81
312,47.28,1.43,46.90
324,47.28,1.43,46.90
336,47.28,1.43,46.90
348,47.28,1.43,46.81
360,47.28,1.43,46.81
372,47.28,1.43,46.90
384,47.28,1.43,46.81
396,47.28,1.43,46.90
408,47.28,1.43,46.90
420,47.28,1.43,47.00
432,47.28,1.43,46.90
444,47.28,1.43,46.90
456,47.28,1.43,46.90
468,47.28,1.43,46.90
480,47.28,1.43,46.90
492,47.37,1.43,46.90
504,47.28,1.43,46.81
516,47.28,1.43,46.90
528,47.28,1.43,46.81
540,47.28,1.43,46.90
552,47.28,1.43,46.90
564,47.28,1.43,46.90
576,47.28,1.43,46.81
588,47.37,1.43,46.90
600,47.28,1.43,46.90
612,47.28,1.43,46.90
624,47.28,1.43,46.90
636,47.28,1.43,46.81
648,47.28,1.43,46.90
660,47.28,1.43,46.90
672,47.37,1.43,46.90
684,47.37,1.43,46.90
696,47.28,1.43,46.90
708,47.28,1.43,46.90
720,47.37,1.43,46.90
732,47.28,1.43,46.90
744,47.37,1.43,46.90
756,47.37,1.43,46.90
768,47.37,1.43,46.90
780,47.28,1.43,46.90
792,47.28,1.43,46.90
804,47.28,1.43,46.90
816,47.28,1.43,46.90
828,47.28,1.43,47.00
840,47.28,1.43,46.90
852,47.37,1.43,47.00
864,47.28,1.43,46.90
876,47.28,1.43,46.90
888,47.28,1.43,46.90
900,47.28,1.43,46.90
