timestamp,U1,V1,W1
0,47.47,326.52,47.09
13,47.56,326.84,47.09
25,47.47,326.52,47.18
37,47.47,326.84,47.09
49,47.56,326.84,47.09
61,47.56,326.84,47.09
73,47.56,326.52,47.18
85,47.56,326.52,47.09
97,47.56,326.52,47.09
109,47.56,326.84,47.09
121,47.47,326.84,47.18
133,47.56,326.84,47.18
145,47.56,326.52,47.18
157,47.56,326.52,47.18
169,47.47,326.52,47.09
181,47.47,326.84,47.18
193,47.56,326.52,47.09
205,47.47,326.52,47.09
217,47.47,326.52,47.18
229,47.56,326.52,47.18
241,47.56,326.52,47.09
253,47.56,326.52,47.09
265,47.56,326.52,47.09
277,47.56,326.52,47.18
289,47.47,326.52,47.09
301,47.56,326.52,47.09
313,47.56,326.20,47.09
325,47.47,326.20,47.09
337,47.47,326.20,47.09
349,47.47,326.20,47.00
361,47.56,326.52,47.09
373,47.56,326.20,47.09
385,47.47,326.52,47.09
397,47.56,326.52,47.09
409,47.47,326.52,47.09
421,47.56,326.52,47.09
433,47.47,326.52,47.09
445,47.56,326.52,47.18
457,47.47,326.52,47.18
469,47.56,326.52,47.09
481,47.56,326.52,47.18
493,47.56,326.52,47.09
505,47.56,326.84,47.18
517,47.47,326.52,47.09
529,47.56,326.52,47.18
541,47.56,326.52,47.09
553,47.47,326.52,47.09
565,47.56,326.52,47.09
577,47.47,326.20,47.09
589,47.56,326.52,47.18
601,47.56,326.84,47.18
613,47.56,326.52,47.18
625,47.56,326.52,47.09
637,47.56,326.52,47.09
649,47.56,326.52,47.09
661,47.56,326.52,47.18
673,47.56,326.52,47.18
685,47.56,326.52,47.09
697,47.47,326.52,47.18
709,47.47,326.52,47.09
721,47.47,326.52,47.09
733,47.56,326.52,47.09
745,47.56,326.52,47.09
757,47.47,326.52,47.18
769,47.47,326.52,47.09
781,47.56,326.52,47.09
793,47.56,326.52,47.18
805,47.47,326.52,47.09
817,47.47,326.52,47.09
829,47.56,326.52,47.18
841,47.56,326.52,47.09
853,47.56,326.84,47.18
865,47.56,326.84,47.18
877,47.56,326.84,47.18
889,47.56,327.16,47.18
901,47.56,326.84,47.09
913,47.56,326.84,47.18
925,47.56,326.84,47.18
937,47.56,326.84,47.18
949,47.56,326.84,47.18
961,47.56,326.52,47.18
973,47.56,326.84,47.18
985,47.56,326.84,47.18
997,47.56,326.84,47.18
1009,47.56,326.84,47.18
1021,47.47,326.84,47.18
1033,47.56,326.52,47.18
1045,47.56,326.52,47.09
1057,47.56,326.84,47.18
1069,47.56,326.84,47.18
1081,47.56,326.84,47.18
1093,47.56,326.52,47.18
1105,47.56,326.52,47.18
1117,47.56,326.84,47.18
1129,47.56,326.84,47.18
1141,47.56,326.84,47.18
1153,47.56,326.84,47.18
1165,47.56,326.84,47.18
1177,47.56,326.52,47.18
1189,47.56,326.84,47.18
1201,47.56,326.84,47.18
1213,47.56,326.52,47.09
1225,47.56,326.84,47.18
1237,47.56,326.84,47.18
1249,47.56,326.52,47.18
1261,47.47,326.52,47.18
1273,47.56,326.84,47.18
1285,47.56,326.52,47.18
1297,47.47,326.84,47.09
1309,47.56,326.52,47.09
1321,47.56,326.84,47.18
1333,47.56,326.52,47.09
1345,47.56,326.84,47.18
1357,47.56,326.84,47.18
1369,47.47,326.52,47.09
1381,47.56,326.52,47.09
1393,47.56,326.84,47.18
1405,47.56,326.52,47.09
1417,47.56,326.52,47.09
1429,47.56,326.84,47.18
1441,47.56,326.52,47.18
1453,47.56,326.52,47.18
1465,47.56,326.52,47.09
1477,47.56,326.52,47.18
1489,47.56,326.52,47.18
1501,47.56,326.84,47.18
1513,47.56,326.52,47.18
1525,47.56,326.52,47.18
1537,47.56,326.52,47.09
1549,47.56,326.52,47.18
1561,47.47,326.84,47.18
1573,47.56,326.84,47.18
1585,47.56,326.52,47.18
1597,47.56,326.84,47.09
1609,47.47,326.52,47.18
1621,47.56,326.52,47.18
1633,47.56,326.84,47.09
1645,47.56,326.52,47.09
1657,47.56,326.52,47.18
1669,47.56,326.52,47.09
1681,47.56,326.52,47.09
1693,47.56,326.52,47.09
1705,47.56,326.84,47.09
1717,47.56,326.52,47.09
1729,47.56,326.52,47.18
1741,47.47,326.52,47.18
1753,47.56,326.84,47.18
1765,47.56,326.84,47.18
1777,47.56,326.84,47.18
1789,47.56,326.52,47.09
1801,47.56,326.84,47.18
1813,47.56,326.84,47.09
1825,47.56,326.84,47.18
1837,47.56,326.52,47.18
1849,47.56,326.52,47.09
1861,47.56,326.52,47.09
1873,47.56,326.52,47.18
1885,47.47,326.52,47.09
1897,47.56,326.84,47.18
1909,47.56,326.52,47.09
1921,47.56,326.84,47.18
1933,47.56,326.84,47.18
1945,47.56,326.84,47.18
1957,47.56,326.84,47.18
1969,47.56,326.84,47.09
1981,47.56,326.84,47.09
1993,47.56,326.84,47.09
2005,47.56,326.84,47.18
2017,47.56,326.84,47.18
2029,47.47,326.84,47.18
2041,47.56,326.84,47.09
2053,47.56,326.84,47.18
2065,47.56,326.84,47.18
2077,47.56,326.52,47.09
2089,47.56,326.84,47.18
2101,47.56,326.52,47.18
2113,47.56,326.52,47.18
2125,47.56,326.52,47.09
2137,47.56,326.84,47.18
2149,47.56,326.52,47.18
2161,47.56,326.84,47.09
2173,47.56,326.84,47.18
2185,47.56,326.84,47.09
2197,47.56,326.84,47.18
2209,47.56,326.84,47.09
2221,47.56,326.52,47.18
2233,47.56,326.84,47.09
2245,47.47,326.84,47.18
2257,47.56,326.84,47.09
2269,47.56,326.84,47.18
2281,47.56,326.84,47.18
2293,47.65,326.84,47.18
2305,47.56,326.84,47.09
2317,47.56,326.52,47.18
2329,47.56,326.84,47.18
2341,47.65,326.52,47.09
2353,47.56,326.84,47.09
2365,47.56,326.52,47.18
2377,47.56,326.84,47.18
2389,47.56,326.52,47.18
2401,47.56,326.52,47.18
2413,47.56,326.52,47.18
2425,47.56,326.52,47.09
2437,47.56,326.52,47.18
2449,47.56,326.84,47.18
2461,47.56,326.52,47.09
2473,47.56,326.52,47.18
2485,47.56,326.84,47.09
2497,47.56,326.52,47.18
2509,47.56,326.52,47.09
2521,47.56,326.52,47.18
2533,47.56,326.84,47.18
2545,47.47,326.52,47.09
2557,47.56,326.84,47.09
2569,47.56,326.52,47.09
2581,47.56,326.52,47.09
2593,47.47,326.52,47.09
2605,47.56,326.52,47.18
2617,47.56,326.52,47.09
2629,47.56,326.52,47.09
2641,47.56,326.52,47.18
2653,47.47,326.52,47.09
2665,47.56,326.52,47.09
2677,47.47,326.52,47.09
2689,47.56,326.84,47.18
2701,47.56,326.52,47.09
2713,47.56,326.52,47.18
2725,47.56,326.20,47.09
2737,47.56,326.52,47.18
2749,47.56,326.52,47.18
2761,47.56,326.84,47.09
2773,47.56,326.52,47.18
2785,47.56,326.52,47.18
2797,47.56,326.84,47.18
2809,47.56,326.84,47.18
2821,47.56,326.84,47.18
2833,47.47,326.84,47.18
2845,47.56,326.84,47.18
2857,47.56,326.52,47.18
2869,47.56,326.52,47.18
2881,47.56,326.84,47.18
2893,47.56,326.84,47.18
2905,47.56,326.84,47.18
2917,47.56,326.84,47.18
2929,47.56,326.84,47.09
2941,47.56,326.84,47.18
2953,47.56,326.84,47.18
2965,47.56,326.84,47.18
2977,47.56,326.52,47.18
2989,47.65,326.84,47.18
3001,47.56,326.84,47.18
3013,47.56,326.84,47.18
3025,47.56,326.84,47.18
3037,47.65,326.84,47.18
3049,47.56,326.84,47.18
3061,47.56,326.84,47.18
3073,47.56,326.84,47.18
3085,47.56,326.52,47.18
3097,47.56,326.52,47.18
3109,47.56,326.84,47.18
3121,47.56,326.84,47.18
3133,47.56,326.84,47.09
3145,47.56,326.52,47.18
3157,47.56,326.52,47.18
3169,47.56,326.52,47.18
3181,47.56,326.84,47.18
3193,47.56,326.52,47.18
3205,47.56,326.84,47.09
3217,47.56,326.84,47.18
3229,47.56,326.52,47.18
3241,47.56,326.84,47.09
3253,47.56,326.52,47.18
3265,47.56,326.52,47.18
3277,47.56,326.84,47.18
3289,47.56,326.84,47.18
3301,47.56,326.84,47.18
3313,47.56,326.84,47.18
3325,47.56,326.84,47.18
3337,47.47,326.52,47.18
3349,47.56,326.84,47.18
3361,47.56,326.52,47.09
3373,47.56,326.84,47.18
3385,47.56,326.52,47.18
3397,47.56,326.84,47.18
3409,47.56,326.84,47.18
3421,47.56,326.84,47.18
3433,47.56,326.84,47.18
3445,47.65,326.84,47.18
3457,47.56,326.84,47.18
3469,47.56,326.84,47.18
3481,47.56,326.52,47.18
3493,47.56,326.84,47.18
3505,47.56,327.16,47.18
3517,47.56,326.84,47.18
3529,47.56,326.52,47.09
3541,47.56,326.52,47.18
3553,47.56,326.84,47.09
3565,47.56,326.84,47.18
3577,47.56,326.84,47.18
3589,47.56,326.84,47.09
3601,47.56,326.84,47.18
3613,47.47,326.84,47.09
3625,47.56,326.84,47.18
3637,47.56,326.84,47.18
3649,47.56,326.52,47.18
3661,47.56,326.84,47.18
3673,47.56,326.84,47.18
3685,47.47,326.52,47.09
3697,47.56,326.52,47.09
3709,47.56,326.84,47.18
3721,47.56,326.84,47.18
3733,47.56,326.84,47.18
3745,47.56,326.84,47.18
3757,47.56,326.84,47.18
3769,47.65,326.84,47.18
3781,47.56,326.52,47.18
3793,47.56,326.84,47.18
3805,47.56,326.52,47.18
3817,47.56,326.52,47.18
3829,47.56,326.84,47.18
3841,47.56,326.84,47.18
3853,47.56,326.52,47.09
3865,47.56,326.84,47.18
3877,47.56,326.84,47.18
3889,47.56,327.16,47.18
3901,47.56,327.16,47.18
3913,47.56,326.84,47.18
3925,47.56,327.16,47.18
3937,47.56,326.84,47.18
3949,47.56,326.84,47.18
3961,47.56,326.84,47.18
3973,47.56,326.52,47.18
3985,47.56,326.52,47.18
3997,47.56,326.84,47.18
4009,47.56,326.84,47.18
4021,47.56,326.84,47.18
4033,47.56,326.52,47.09
4045,47.56,326.84,47.09
4057,47.56,326.84,47.18
4069,47.56,326.84,47.18
4081,47.56,326.84,47.18
4093,47.56,326.84,47.09
4105,47.56,326.84,47.18
4117,47.56,326.84,47.18
4129,47.56,326.84,47.18
4141,47.56,326.52,47.18
4153,47.56,326.84,47.09
4165,47.56,326.52,47.18
4177,47.56,326.52,47.18
4189,47.56,326.84,47.18
4201,47.56,326.52,47.18
4213,47.56,326.84,47.18
4225,47.56,326.52,47.18
4237,47.56,326.52,47.18
4249,47.47,326.52,47.18
4261,47.56,326.84,47.18
4273,47.56,326.84,47.09
4285,47.56,326.84,47.18
4297,47.56,326.84,47.18
4309,47.56,326.52,47.09
4321,47.56,326.52,47.09
4333,47.65,326.84,47.18
4345,47.56,326.84,47.18
4357,47.56,326.84,47.18
4369,47.56,326.84,47.18
4381,47.47,326.52,47.18
4393,47.56,326.84,47.18
4405,47.56,326.84,47.18
4417,47.56,326.84,47.18
4429,47.56,326.84,47.18
4441,47.56,326.84,47.18
4453,47.56,326.84,47.18
4465,47.56,326.84,47.18
4477,47.56,326.52,47.18
4489,47.56,326.84,47.18
4501,47.56,326.84,47.18
4513,47.56,326.52,47.18
4525,47.56,326.52,47.09
4537,47.56,326.52,47.09
4549,47.56,326.52,47.09
4561,47.56,326.52,47.18
4573,47.56,326.52,47.18
4585,47.56,326.52,47.18
4597,47.56,326.52,47.09
4609,47.56,326.52,47.18
4621,47.56,326.84,47.18
4633,47.56,326.84,47.18
4645,47.56,326.84,47.09
4657,47.47,326.52,47.18
4669,47.56,326.52,47.09
4681,47.56,326.52,47.09
4693,47.56,326.52,47.18
4705,47.47,326.84,47.18
4717,47.56,326.84,47.09
4729,47.56,326.84,47.18
4741,47.56,326.84,47.09
4753,47.56,326.84,47.18
4765,47.56,326.84,47.18
4777,47.56,326.84,47.18
4789,47.56,326.84,47.18
4801,47.56,326.84,47.18
4813,47.56,326.84,47.18
4825,47.56,326.84,47.18
4837,47.56,326.52,47.18
4849,47.56,326.52,47.18
4861,47.56,326.84,47.18
4873,47.56,326.84,47.18
4885,47.56,326.84,47.18
4897,47.56,326.84,47.18
4909,47.56,326.84,47.18
4921,47.56,326.84,47.18
4933,47.56,326.84,47.18
4945,47.56,327.16,47.18
4957,47.56,326.84,47.18
4969,47.65,326.84,47.18
4981,47.56,326.84,47.09
4993,47.56,326.84,47.09
