timestamp,U1,V1,W1
0,10.23,10.08,10.01
13,10.30,10.08,10.01
25,10.30,10.08,10.01
37,10.30,10.08,10.08
49,10.30,10.08,10.08
61,10.30,10.15,10.08
73,10.30,10.08,10.08
85,10.30,10.08,10.08
97,10.30,10.08,10.08
109,10.30,10.15,10.08
121,10.30,10.15,10.08
133,10.38,10.08,10.08
145,10.38,10.08,10.08
157,10.38,10.15,10.08
169,10.30,10.15,10.08
181,10.38,10.15,10.01
193,10.30,10.08,10.08
205,10.30,10.08,10.08
217,10.30,10.08,10.08
229,10.30,10.08,10.08
241,10.30,10.08,10.08
253,10.30,10.15,10.08
265,10.30,10.08,10.08
277,10.38,10.08,10.08
289,10.30,10.08,10.08
301,10.30,10.15,10.08
313,10.30,10.15,10.08
325,10.30,10.15,10.08
337,10.30,10.08,10.08
349,10.30,10.15,10.15
361,10.30,10.15,10.08
373,10.30,10.08,10.08
385,10.30,10.08,10.08
397,10.30,10.15,10.08
409,10.30,10.15,10.08
421,10.30,10.08,10.08
433,10.30,10.15,10.08
445,10.30,10.15,10.08
457,10.30,10.15,10.08
469,10.30,10.15,10.08
481,10.30,10.08,10.08
493,10.30,10.08,10.08
505,10.30,10.15,10.08
517,10.30,10.15,10.08
529,10.30,10.15,10.08
541,10.30,10.15,10.08
553,10.38,10.15,10.08
565,10.30,10.15,10.08
577,10.30,10.08,10.08
589,10.30,10.15,10.01
601,10.30,10.15,10.08
613,10.30,10.15,10.08
625,10.30,10.08,10.08
637,10.30,10.08,10.08
649,10.30,10.15,10.08
661,10.30,10.15,10.08
673,10.30,10.08,10.08
685,10.38,10.15,10.08
697,10.38,10.15,10.08
709,10.38,10.15,10.08
721,10.30,10.15,10.08
733,10.30,10.15,10.08
745,10.38,10.15,10.08
757,10.38,10.15,10.08
769,10.30,10.15,10.08
781,10.38,10.15,10.08
793,10.30,10.15,10.08
805,10.38,10.15,10.08
817,10.38,10.15,10.01
829,10.30,10.15,10.08
841,10.38,10.15,10.08
853,10.30,10.08,10.08
865,10.38,10.15,10.08
877,10.38,10.15,10.08
889,10.30,10.08,10.08
901,10.30,10.15,10.08
913,10.30,10.15,10.08
925,10.30,10.15,10.08
937,10.38,10.15,10.15
949,10.38,10.15,10.08
961,10.30,10.15,10.08
973,10.38,10.15,10.08
985,10.38,10.15,10.08
997,10.38,10.15,10.08
1009,10.38,10.15,10.08
1021,10.30,10.15,10.08
1033,10.38,10.08,10.08
1045,10.38,10.15,10.08
1057,10.38,10.08,10.08
1069,10.30,10.15,10.08
1081,10.30,10.15,10.08
1093,10.30,10.08,10.08
1105,10.38,10.08,10.08
1117,10.38,10.15,10.08
1129,10.30,10.15,10.08
1141,10.38,10.15,10.08
1153,10.30,10.15,10.08
1165,10.30,10.15,10.15
1177,10.38,10.15,10.08
1189,10.30,10.15,10.08
1201,10.30,10.15,10.08
1213,10.30,10.15,10.08
1225,10.30,10.08,10.08
1237,10.30,10.15,10.08
1249,10.30,10.08,10.08
1261,10.30,10.15,10.08
1273,10.30,10.08,10.08
1285,10.38,10.15,10.08
1297,10.38,10.15,10.08
1309,10.30,10.08,10.08
1321,10.30,10.08,10.08
1333,10.30,10.08,10.08
1345,10.30,10.08,10.08
1357,10.30,10.15,10.08
1369,10.30,10.15,10.08
1381,10.30,10.15,10.08
1393,10.38,10.15,10.08
1405,10.30,10.15,10.08
1417,10.30,10.15,10.08
1429,10.38,10.15,10.08
1441,10.30,10.08,10.08
1453,10.38,10.15,10.08
1465,10.30,10.15,10.08
1477,10.30,10.15,10.08
1489,10.38,10.15,10.08
1501,10.30,10.08,10.08
1513,10.30,10.15,10.08
1525,10.30,10.15,10.08
1537,10.30,10.15,10.08
1549,10.30,10.15,10.08
1561,10.30,10.08,10.08
1573,10.30,10.15,10.08
1585,10.30,10.15,10.08
1597,10.30,10.15,10.08
1609,10.30,10.15,10.08
1621,10.30,10.15,10.08
1633,10.30,10.15,10.08
1645,10.38,10.15,10.08
1657,10.38,10.15,10.08
1669,10.30,10.15,10.08
1681,10.30,10.15,10.08
1693,10.38,10.15,10.15
1705,10.38,10.15,10.08
1717,10.38,10.15,10.15
1729,10.38,10.15,10.08
1741,10.30,10.15,10.08
1753,10.38,10.15,10.08
1765,10.38,10.15,10.08
1777,10.38,10.15,10.15
1789,10.30,10.15,10.08
1801,10.38,10.15,10.15
1813,10.30,10.15,10.08
1825,10.38,10.15,10.08
1837,10.30,10.15,10.08
1849,10.38,10.15,10.08
1861,10.38,10.15,10.08
1873,10.38,10.15,10.08
1885,10.30,10.15,10.08
1897,10.38,10.15,10.08
1909,10.38,10.15,10.08
1921,10.30,10.15,10.08
1933,10.38,10.15,10.08
1945,10.30,10.15,10.15
1957,10.38,10.15,10.08
1969,10.30,10.15,10.08
1981,10.30,10.15,10.08
1993,10.30,10.15,10.08
2005,10.30,10.15,10.08
2017,10.38,10.15,10.08
2029,10.38,10.15,10.08
2041,10.30,10.15,10.08
2053,10.38,10.15,10.08
2065,10.30,10.15,10.08
2077,10.30,10.15,10.08
2089,10.38,10.08,10.08
2101,10.38,10.15,10.08
2113,10.38,10.15,10.15
2125,10.30,10.15,10.15
2137,10.30,10.15,10.15
2149,10.30,10.15,10.08
2161,10.30,10.08,10.08
2173,10.30,10.15,10.08
2185,10.30,10.15,10.08
2197,10.30,10.15,10.08
2209,10.38,10.15,10.08
2221,10.30,10.15,10.15
2233,10.38,10.15,10.08
2245,10.30,10.15,10.08
2257,10.38,10.15,10.08
2269,10.30,10.15,10.08
2281,10.38,10.15,10.08
2293,10.38,10.15,10.08
2305,10.30,10.15,10.08
2317,10.30,10.15,10.08
2329,10.38,10.15,10.08
2341,10.38,10.15,10.15
2353,10.38,10.08,10.08
2365,10.38,10.15,10.08
2377,10.30,10.15,10.08
2389,10.30,10.15,10.08
2401,10.38,10.15,10.08
2413,10.38,10.15,10.08
2425,10.38,10.15,10.08
2437,10.38,10.15,10.08
2449,10.30,10.15,10.08
2461,10.30,10.15,10.08
2473,10.30,10.15,10.08
2485,10.30,10.08,10.08
2497,10.30,10.15,10.08
2509,10.30,10.08,10.08
2521,10.38,10.08,10.08
2533,10.30,10.15,10.15
2545,10.30,10.15,10.08
2557,10.38,10.15,10.08
2569,10.38,10.15,10.08
2581,10.30,10.15,10.08
2593,10.38,10.15,10.08
2605,10.38,10.15,10.08
2617,10.30,10.15,10.08
2629,10.30,10.15,10.08
2641,10.30,10.15,10.08
2653,10.38,10.15,10.08
2665,10.30,10.15,10.08
2677,10.30,10.15,10.08
2689,10.30,10.15,10.08
2701,10.38,10.15,10.08
2713,10.30,10.08,10.08
2725,10.38,10.15,10.08
2737,10.30,10.15,10.15
2749,10.38,10.15,10.08
2761,10.30,10.08,10.08
2773,10.30,10.15,10.08
2785,10.30,10.08,10.08
2797,10.30,10.15,10.08
2809,10.30,10.15,10.08
2821,10.38,10.15,10.08
2833,10.38,10.15,10.08
2845,10.38,10.15,10.08
